Emotions,Path
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_14/03-01-08-02-02-01-14.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_rot_ps.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_12/03-01-08-02-02-02-12.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_voice_happy.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_08/03-01-08-01-01-01-08.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_04/03-01-03-02-02-02-04.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_reach_happy.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Fear/OAF_beg_fear.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_17/03-01-02-02-01-02-17.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Fear/OAF_food_fear.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_judge_neutral.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_back_neutral.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/JE_su04.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_wheat_neutral.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_bite_disgust.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_red_ps.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_angry/OAF_goal_angry.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_chalk_disgust.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/JK_n14.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_join_happy.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_book_ps.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_phone_neutral.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_live_disgust.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_angry/YAF_loaf_angry.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_24/03-01-03-02-02-01-24.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_22/03-01-05-01-01-01-22.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_near_neutral.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_09/03-01-08-01-02-02-09.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_03/03-01-05-02-01-02-03.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_page_happy.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_hole_happy.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/DC_sa01.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_cab_disgust.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_tip_disgust.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_near_ps.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/JE_n11.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/DC_n06.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_11/03-01-05-02-01-02-11.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_22/03-01-04-01-01-02-22.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_04/03-01-06-01-02-01-04.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_11/03-01-02-02-01-02-11.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_03/03-01-02-02-02-01-03.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_death_neutral.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_ditch_neutral.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_note_disgust.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_ring_neutral.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_thin_happy.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_name_happy.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_soup_disgust.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_09/03-01-08-02-02-02-09.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_14/03-01-03-02-01-02-14.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_10/03-01-07-01-01-02-10.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_15/03-01-01-01-01-02-15.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_12/03-01-05-01-01-01-12.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/DC_h12.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_17/03-01-05-01-01-01-17.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_moon_neutral.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_20/03-01-01-01-01-02-20.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_mood_neutral.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Sad/OAF_time_sad.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_17/03-01-03-01-02-01-17.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_came_neutral.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/JE_n30.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_raid_happy.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_angry/YAF_vine_angry.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_21/03-01-06-01-01-02-21.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_angry/OAF_keg_angry.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_kick_neutral.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_chat_happy.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_such_neutral.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_peg_ps.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_angry/OAF_rush_angry.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_angry/OAF_hit_angry.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_11/03-01-08-01-01-01-11.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_ring_disgust.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_search_neutral.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_13/03-01-01-01-02-02-13.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/DC_h06.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_02/03-01-01-01-01-02-02.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_happy/OAF_hire_happy.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_fail_ps.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_23/03-01-03-02-01-02-23.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/JE_f03.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_youth_neutral.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_sad/YAF_fail_sad.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_11/03-01-07-02-02-02-11.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/JK_su03.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_rain_ps.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/JK_sa02.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_room_disgust.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_have_ps.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Sad/OAF_limb_sad.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_germ_disgust.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_match_ps.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_page_neutral.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_18/03-01-02-01-01-01-18.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_angry/YAF_gun_angry.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_boat_happy.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_11/03-01-05-01-01-01-11.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_vine_happy.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/JE_n08.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_12/03-01-02-01-01-01-12.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_nice_neutral.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_16/03-01-06-01-02-01-16.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_bath_neutral.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_03/03-01-08-01-01-02-03.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_sub_disgust.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_gap_disgust.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_06/03-01-03-01-02-01-06.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_gas_neutral.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_whip_disgust.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_17/03-01-01-01-01-01-17.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/JE_n15.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_chief_ps.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_mood_disgust.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_04/03-01-03-02-01-02-04.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_cool_ps.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_white_neutral.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_raise_disgust.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_14/03-01-02-01-01-01-14.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_pool_neutral.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_wag_neutral.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_king_happy.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_19/03-01-03-01-02-02-19.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_06/03-01-08-02-02-02-06.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/audio_speech_actors_01-24/Actor_01/03-01-04-02-02-01-01.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_angry/OAF_chief_angry.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/ALL/KL_n09.wav
unpleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Sad/OAF_name_sad.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_pain_neutral.wav
pleasant,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_sell_ps.wav
neutral,/content/drive/MyDrive/Colab_Notebooks/kaggle/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_soup_neutral.wav
